1471 1474
1487 1490
1512 1515
1530 1533
1541 1544
1565 1568
1579 1582
1629 1632
1672 1675
1694 1697
1945 1948
2149 2152
2179 2182
2305 2308
2347 2350
2369 2372
2408 2411
2502 2505
2563 2566
2592 2595
2614 2617
2806 2809
2931 2934
3015 3018
3082 3085
3099 3102
3309 3312
3324 3327
3385 3388
3419 3422
3437 3440
3524 3527
3538 3541
3702 3705
3995
